ISBN,Title,Voulme_NO,Edition,category,Price,AuthName,Publisher_ID,Published_year
9788498271126,Animal Spirits,5,1st edition,Economics,$17.25 ,Akerlof and Shiller,PID135,2005
9788477025870,The Black Swan,5,1st edition,Economics,$13.50 ,Nassim Nicholas Taleb,PID120,2018
9788498890457,1984,5,3rd edition,Story,$14.25 ,George Orwell,PID136,2006
9788496434028,The Lord Of Wings ,5,4th edition,Story,$13.45 ,J.R.R.Tolken,PID106,1978
9788493524555,Kite Runner,5,4th edition,Story,$12 ,Khaled Hosseini,PID137,2000
9788475068688,Harry Potter,5,2nd edition,Story,$14.25 ,J.K.Rowling,PID134,2015
9788493585716,The Book Theif,5,8th editiion,Story,$17.25 ,Markus Zusak,PID138,1999
9788448032319,History Of 20th Century,5,1st edition,History,$16.50 ,Martin Gilbert,PID132,2013
9788445012222,"Guns,Germs,and Steel",5,3rd edition,History,$14.75 ,Jared Daimond,PID139,2021
9788416517664,A World lit Only by Fire,5,2nd edition,History,$17.25 ,William Manchestar,PID109,1980
9788418037160,The Crusades ,5,1st edition,History,$13.50 ,Thomas Asbridge,PID116,1876
9788412382792,Over The Edge Of The World,5,1st edition,History,$14.25 ,Laurence,PID132,1981
9788412281361,A Beautiful Mind ,5,1st edition,Biography,$13.45 ,Sylvia Nasar,PID101,1998
9788477029281,The Enigma,5,5th edition,Biography,$12 ,Andrew Hodges,PID135,1983
9788418504433,Alexander Hamilton,5,3rd edition,Biography,$14.25 ,Ron Chernow,PID140,2004
9788411288507,Barracoon,5,7th edition,Biography,$17.25 ,Zora Neale Hurston,PID141,2018
9788411121422,CHURCHILL : A Life,5,1st edition,Biography,$16.50 ,MArtin Glibert,PID142,1991
9788413627892,A Tale of Two Cities,5,3rd edition,Historical novel,$14.75 ,Charles Dickens,PID143,1859
